item_id,old_offer_id,new_offer_id
56158802936073,57093-38.95 GBP,mgs-56158802936073
56158802837769,57091-27.95 GBP,mgs-56158802837769
56158802411785,57035-9.95 GBP,mgs-56158802411785
56158802739465,57036-15.75 GBP,mgs-56158802739465
56158802608393,57032-11.95 GBP,mgs-56158802608393
56158802870537,57022-12.00 GBP,mgs-56158802870537
56158802477321,57064-7.00 GBP,mgs-56158802477321
56158802510089,57063-8.87 GBP,mgs-56158802510089
56158802968841,57094-17.95 GBP,mgs-56158802968841
56158802313481,57021-8.95 GBP,mgs-56158802313481
56158803001609,57092-19.95 GBP,mgs-56158803001609
56158802280713,57069-8.85 GBP,mgs-56158802280713
56158802444553,57065-21.95 GBP,mgs-56158802444553
56158802346249,57061-6.50 GBP,mgs-56158802346249
48625800577289,CC1334-13.50 GBP,mgs-48625800577289
48625800708361,1343-10.95 GBP,mgs-48625800708361
48625800642825,1340-10.95 GBP,mgs-48625800642825
48625800675593,1341-10.95 GBP,mgs-48625800675593
48625800773897,1342-10.95 GBP,mgs-48625800773897
48625800741129,1344-10.95 GBP,mgs-48625800741129
48625801167113,1314-13.75 GBP,mgs-48625801167113
48625801003273,1313-13.75 GBP,mgs-48625801003273
48625801101577,1310-13.75 GBP,mgs-48625801101577
48625801134345,1312-13.75 GBP,mgs-48625801134345
50199453794569,2302-25.00 GBP,mgs-50199453794569
50197161738505,CRS2230-5.50 GBP,mgs-50197161738505
48626079760649,CRS-CA165-13.95 GBP,mgs-48626079760649
48626079596809,CRS-FV165-13.95 GBP,mgs-48626079596809
48626079465737,CRS-FM165-13.95 GBP,mgs-48626079465737
48626079498505,CRS-IS165-13.95 GBP,mgs-48626079498505
50199453827337,2502-37.50 GBP,mgs-50199453827337
50197161705737,1530-8.50 GBP,mgs-50197161705737
48626081562889,CRSSS3-6.85 GBP,mgs-48626081562889
50197038596361,CRS535-3.50 GBP,mgs-50197038596361
48626079531273,CRS-SC165-13.95 GBP,mgs-48626079531273
48626081530121,CRSSS4-8.95 GBP,mgs-48626081530121
48626079432969,CRS-WR165-13.95 GBP,mgs-48626079432969
55897927811337,95100-38.00 GBP,mgs-55897927811337
55897927778569,95101-38.00 GBP,mgs-55897927778569
55897927713033,95105-43.00 GBP,mgs-55897927713033
55897927745801,95500-112.00 GBP,mgs-55897927745801
57040551575817,751100-35.00 GBP,mgs-57040551575817
57040551543049,751500-95.00 GBP,mgs-57040551543049
55897932366089,680100-15.00 GBP,mgs-55897932366089
57044502839561,10032-41.00 GBP,mgs-57044502839561
57044502774025,10012-14.00 GBP,mgs-57044502774025
55897938493705,10105-25.00 GBP,mgs-55897938493705
55897924894985,640050-27.00 GBP,mgs-55897924894985
